name,model,type,price,year,distance,drive,transmission,engine,color,city,owners,isActive
Nissan,Primera,Хетчбек,2200,1993,390.0,Передній,Ручна / Механіка,1.6 л;Газ / Бензин,Коричневий металік,Броди,1,true
Nissan,Micra,Хетчбек,2200,1996,198.0,Передній,Ручна / Механіка,1 л;Бензин,Зелений,Одеса,2,true
Nissan,Primera,Седан,2200,1994,400.0,Передній,Ручна / Механіка,1.6 л;Газ / Бензин,Сірий,Каховка,2,true
Nissan,Primera,Седан,2200,1992,240.0,Передній,Ручна / Механіка,(90 к.с. / 66 кВт);Бензин,Бежевий металік,Обухів,,true
Nissan,Primera,Седан,2200,1995,310.0,Передній,Ручна / Механіка,1.6 л;Газ / Бензин,Синій,Чорноморськ (Іллічівськ),,true
Nissan,Primera,Седан,2200,1994,425.0,Передній,Ручна / Механіка,2.02 л (75 к.с. / 55 кВт);Дизель,Сірий,Київ,,true
Nissan,Prairie,Позашляховик / Кросовер,2200,1985,230.0,Повний,Ручна / Механіка,2 л (2 к.с. / 1 кВт);Газ / Бензин,Бежевий,Бровари,1,true
Nissan,Maxima,Седан,2200,1994,400.0,,Автомат,2.9 л;Бензин,Зелений,Хмельницький,3,true
Nissan,Vanette груз.-пасс.,Мінівен,2200,2000,230.0,Задній,Ручна / Механіка,2.3 л;Дизель,Червоний,Рівне,,true
Nissan,Laurel,Седан,2200,1986,172.0,Задній,Ручна / Механіка,2.4 л;Бензин,Синій,Тульчин,,true
Nissan,Maxima,Седан,2200,1990,230.0,Передній,Ручна / Механіка,3 л (175 к.с. / 129 кВт);Газ,Синій,Київ,,true
Nissan,Primera,Хетчбек,2200,1992,375.0,Передній,Ручна / Механіка,2 л;Газ / Бензин,Білий,Одеса,2,true
Nissan,Primera,Седан,2222,1990,2.0,Передній,Ручна / Механіка,(99 к.с. / 73 кВт);Бензин,Білий,Волноваха,,true
Nissan,Almera,Седан,2250,1996,337.0,,,1.6 л;Бензин,Червоний,Біла Церква,2,true
